,Date,Unix,Ticker,DE Ratio,Price,stock_p_change,SP500,sp500_p_change,Difference,Status
224,2005-03-18 17:50:48,1111186248.0,cnx,0.927,48.25,40.1394133024,1189.650024,3.98765712819,36.1517561742,outperform
225,2004-11-23 09:52:41,1101221561.0,cnx,1.23,40.89,18.7627069416,1176.939941,2.8766650495,15.8860418921,outperform
226,2011-03-07 02:43:03,1299483783.0,cnx,125.85,52.48,52.4252105722,1310.130005,14.5188475643,37.9063630079,outperform
227,2006-12-07 20:38:13,1165541893.0,cnx,0.386,37.28,8.27766482719,1407.290039,23.0116346011,-14.7339697739,underperform
228,2008-05-03 23:38:27,1209872307.0,cnx,0.657,84.29,144.815567819,1385.589966,21.1148248627,123.700742956,outperform
229,2011-08-05 13:35:41,1312565741.0,cnx,110.09,43.61,26.6627940749,1199.380005,4.83815761798,21.824636457,outperform
230,2005-12-19 18:46:09,1135035969.0,cnx,0.471,65.3,89.6601800755,1259.920044,10.1299801633,79.5301999122,outperform
231,2011-05-14 14:04:21,1305396261.0,cnx,116.28,47.27,37.2930583793,1342.079956,17.3116021415,19.9814562378,outperform
232,2012-02-29 14:10:41,1330542641.0,cnx,88.57,36.3,5.43130990415,1365.680054,19.3744936218,-13.9431837176,underperform
233,2006-10-23 12:49:54,1161622194.0,cnx,0.395,35.07,1.85884403137,1377.02002,20.3657233721,-18.5068793407,underperform
234,2011-12-24 18:20:24,1324768824.0,cnx,93.36,38.05,10.5140865524,1243.719971,8.71392703626,1.80015951616,outperform
235,2011-01-01 17:04:53,1293919493.0,cnx,116.79,48.74,41.5625907639,1259.780029,10.1177414111,31.4448493527,outperform
236,2006-06-24 16:30:34,1151181034.0,cnx,0.432,42.81,24.3392390357,1252.199951,9.45516457243,14.8840744633,outperform
237,2013-04-25 04:46:50,1366879610.0,cnx,82.23,33.36,-3.10775486494,1585.160034,38.5593029744,-41.6670578393,underperform
238,2007-08-07 17:29:35,1186522175.0,etr,1.259,103.86,0.0,1476.709961,0.0,0.0,underperform
239,2006-01-03 19:14:04,1136333644.0,etr,1.126,69.81,-32.7845176199,1268.800049,-14.0792652241,-18.7052523958,underperform
240,2013-02-22 16:04:02,1361567042.0,etr,142.16,61.93,-40.3716541498,1515.599976,2.63355811412,-43.0052122639,underperform
241,2006-12-08 14:58:20,1165607900.0,etr,1.057,91.67,-11.7369535914,1409.839966,-4.528309334,-7.20864425738,underperform
242,2007-05-28 00:30:33,1180326633.0,etr,1.259,110.91,6.78798382438,1515.72998,2.64236173863,4.14562208575,outperform
243,2006-06-23 01:44:59,1151041499.0,etr,1.159,69.99,-32.6112073946,1244.5,-15.7248184906,-16.886388904,underperform
244,2005-03-06 08:14:48,1110114888.0,etr,0.88,71.2,-31.4461775467,1210.469971,-18.0292675631,-13.4169099836,underperform
245,2003-11-20 22:05:33,1069383933.0,etr,0.941,52.44,-49.5089543616,1033.650024,-30.003179277,-19.5057750847,underperform
246,2012-06-29 13:05:24,1340989524.0,etr,137.24,67.58,-34.9316387445,1362.160034,-7.75710396931,-27.1745347751,underperform
247,2004-12-04 17:43:23,1102200203.0,etr,0.88,64.95,-37.4638937031,1191.369995,-19.3226817409,-18.1412119622,underperform
248,2006-05-31 15:50:05,1149105005.0,etr,1.159,70.17,-32.4378971693,1270.089966,-13.9919144894,-18.4459826798,underperform
249,2012-11-12 05:53:54,1352717634.0,etr,136.54,64.9,-37.5120354323,1380.030029,-6.5469817739,-30.9650536584,underperform
250,2013-05-14 09:04:10,1368536650.0,etr,141.9,67.29,-35.2108607741,1650.339966,11.757894887,-46.9687556611,underperform
251,2013-04-25 00:20:22,1366863622.0,has,107.52,47.28,0.0,1585.160034,0.0,0.0,underperform
252,2006-08-14 14:13:29,1155579209.0,has,0.346,18.76,-60.3214890017,1268.209961,-19.994831197,-40.3266578047,underperform
253,2003-12-14 15:47:09,1071434829.0,has,0.757,19.83,-58.0583756345,1071.209961,-32.4225984744,-25.6357771601,underperform
254,2013-05-30 05:03:24,1369904604.0,has,106.38,44.45,-5.98561759729,1654.410034,4.36864408102,-10.3542616783,underperform
255,2009-01-06 09:19:00,1231251540.0,has,0.695,29.42,-37.7749576988,934.700012,-41.034344044,3.25938634521,outperform
256,2005-03-16 18:47:46,1111016866.0,has,0.393,20.65,-56.3240270728,1188.069946,-25.0504731057,-31.273553967,underperform
257,2011-01-09 14:53:56,1294602836.0,has,101.4,46.07,-2.55922165821,1273.849976,-19.6390302129,17.0798085547,outperform
258,2007-02-22 05:18:48,1172139528.0,has,0.329,29.48,-37.6480541455,1456.380005,-8.12410269233,-29.5239514532,underperform
259,2011-03-21 15:24:45,1300735485.0,has,87.42,46.82,-0.972927241963,1298.380005,-18.0915505595,17.1186233175,outperform
260,2005-02-19 21:17:57,1108865877.0,has,0.393,20.29,-57.0854483926,1210.339966,-23.6455663757,-33.4398820169,underperform
261,2011-06-01 06:17:21,1306923441.0,has,93.71,45.74,-3.25719120135,1314.550049,-17.0714615052,13.8142703038,outperform
262,2011-08-18 14:14:06,1313691246.0,has,96.38,36.42,-22.9695431472,1140.650024,-28.0419642475,5.0724211003,outperform
263,2007-04-10 04:27:17,1176193637.0,has,0.329,29.64,-37.3096446701,1448.390015,-8.62815211502,-28.681492555,underperform
264,2005-03-16 21:12:02,1111025522.0,lly,0.596,52.11,0.0,1188.069946,0.0,0.0,underperform
265,2008-04-25 09:19:20,1209129560.0,lly,0.366,49.04,-5.89138361159,1397.839966,17.656369535,-23.5477531466,underperform
266,2007-03-25 11:50:31,1174837831.0,lly,0.338,53.81,3.2623296872,1434.540039,20.7454193947,-17.4830897075,underperform
267,2007-05-29 05:28:37,1180430917.0,lly,0.465,59.36,13.9128766072,1518.109985,27.7795124867,-13.8666358795,underperform
268,2013-03-17 09:41:31,1363527691.0,lly,37.44,55.13,5.79543273844,1563.22998,31.577268263,-25.7818355245,underperform
269,2005-01-31 12:53:36,1107194016.0,lly,0.596,53.58,2.8209556707,1181.27002,-0.572350645086,3.39330631578,outperform
270,2011-11-29 00:51:45,1322545905.0,lly,47.02,36.27,-30.3972366149,1195.189941,0.599290893939,-30.9965275088,underperform
271,2006-06-17 18:01:25,1150581685.0,lly,0.543,54.25,4.10669737095,1230.040039,3.5326281202,0.57406925075,outperform
272,2003-10-27 03:29:02,1067243342.0,lly,0.548,66.29,27.2116676262,1031.130005,-13.2096549979,40.421322624,outperform
273,2004-11-06 23:40:52,1099802452.0,lly,0.546,57.6,10.5354058722,1143.199951,-3.77671324412,14.3121191163,outperform
274,2013-04-26 01:11:39,1366953099.0,lly,37.44,56.43,8.29015544041,1582.23999,33.1773432471,-24.8871878067,underperform
275,2011-09-26 09:00:22,1317042022.0,lly,47.13,36.07,-30.7810401075,1162.949951,-2.11435320661,-28.6666869009,underperform
276,2012-04-19 21:47:57,1334886477.0,lly,51.62,39.75,-23.7190558434,1376.920044,15.8955370124,-39.6145928558,underperform
277,2008-10-29 04:05:50,1225267550.0,lly,0.313,33.38,-35.9431970831,930.090027,-21.7142029279,-14.2289941552,underperform
278,2012-09-17 20:49:17,1347929357.0,lly,38.51,46.83,-10.132412205,1461.189941,22.9885450701,-33.120957275,underperform
279,2008-12-19 19:29:16,1229732956.0,lly,0.336,38.16,-26.7702936097,887.880005,-25.2670259029,-1.5032677068,underperform
280,2012-06-21 20:25:14,1340324714.0,lly,36.52,41.76,-19.8618307427,1325.51001,11.5683478454,-31.4301785881,underperform
281,2007-06-04 17:05:32,1180991132.0,lly,0.465,58.98,13.1836499712,1539.180054,29.5529829016,-16.3693329303,underperform
282,2012-01-28 21:52:36,1327805556.0,lly,47.02,39.2,-24.7745154481,1326.060059,11.6146455404,-36.3891609885,underperform
283,2012-10-21 05:22:20,1350811340.0,cov,47.47,56.4,0.0,1457.339966,0.0,0.0,underperform
284,2009-02-07 02:21:43,1233991303.0,cov,0.369,39.82,-29.3971631206,832.22998,-42.8939026297,13.4967395092,outperform
285,2013-04-23 18:13:09,1366755189.0,cov,46.94,66.76,18.3687943262,1578.780029,8.33299475985,10.0357995664,outperform
286,2013-05-01 00:03:20,1367381000.0,cov,46.94,63.84,13.1914893617,1582.699951,8.60197262991,4.5895167318,outperform
287,2011-05-22 22:44:23,1306118663.0,cov,43.3,56.91,0.904255319149,1343.599976,-7.80462984983,8.70888516898,outperform
288,2011-12-23 21:24:57,1324693497.0,cov,42.86,45.5,-19.3262411348,1265.329956,-13.1753753057,-6.15086582908,underperform
289,2004-06-28 01:57:39,1088402259.0,oxy,0.477,48.56,0.0,1133.349976,0.0,0.0,underperform
290,2008-06-02 08:27:27,1212409647.0,oxy,0.075,91.93,89.3121911038,1385.670044,22.2632084831,67.0489826207,outperform
291,2008-06-17 18:35:22,1213742122.0,oxy,0.075,91.29,87.9942339374,1350.930054,19.1979602601,68.7962736773,outperform
292,2005-02-04 07:40:44,1107520844.0,oxy,0.392,60.56,24.7116968699,1203.030029,6.14814968682,18.563547183,outperform
293,2011-08-14 18:02:45,1313359365.0,oxy,12.09,85.12,75.2883031301,1172.640015,3.46671723934,71.8215858908,outperform
294,2011-01-08 00:59:35,1294466375.0,oxy,7.92,96.19,98.0848434926,1276.560059,12.6359982382,85.4488452544,outperform
295,2008-12-12 04:29:22,1229074162.0,oxy,0.066,57.83,19.089785832,879.72998,-22.3779063282,41.4676921602,outperform
296,2006-09-02 12:05:27,1157213127.0,oxy,0.161,51.48,6.01317957166,1305.369995,15.1780140859,-9.16483451425,underperform
297,2004-11-29 00:21:45,1101705705.0,oxy,0.392,60.31,24.1968698517,1178.569946,3.98993876186,20.2069310899,outperform
298,2013-05-16 16:15:57,1368735357.0,oxy,18.62,91.62,88.6738056013,1650.469971,45.6275648256,43.0462407757,outperform
299,2011-01-06 19:09:35,1294358975.0,oxy,7.92,96.5,98.7232289951,1273.849976,12.396876779,86.326352216,outperform
300,2011-08-18 01:18:27,1313644707.0,oxy,12.09,87.61,80.4159802306,1140.650024,0.644112423751,79.7718678069,outperform
301,2004-12-15 01:44:29,1103093069.0,oxy,0.392,56.51,16.3714991763,1205.719971,6.38549402502,9.98600515126,outperform
302,2012-06-16 10:52:12,1339858332.0,oxy,15.16,85.24,75.5354200988,1314.880005,16.0171202933,59.5182998055,outperform
303,2007-04-04 17:15:28,1175721328.0,oxy,0.145,49.76,2.47116968699,1439.369995,27.0013698752,-24.5302001882,underperform
304,2008-12-30 17:44:54,1230677094.0,oxy,0.066,57.74,18.9044481054,890.640015,-21.4152703172,40.3197184226,outperform
305,2013-04-22 02:02:27,1366610547.0,oxy,19.04,79.61,63.9415156507,1562.5,37.8656225427,26.075893108,outperform
306,2012-09-18 21:44:12,1348019052.0,oxy,19.27,89.25,83.7932454695,1459.319946,28.7616338203,55.0316116492,outperform
307,2012-11-08 08:19:33,1352380773.0,oxy,18.83,77.45,59.4934102142,1377.51001,21.543216056,37.9501941582,outperform
